GRUPO;PERFIL;CODIGO;DESCRIPCION_ESTANDAR;CRITERIO_FUNCIONAL;GRADACION_CUMPLIMIENTO;OBLIGATORIO
PERFIL FUNCIONAL GLOBAL;Criterios Generales (Anexo 09);N0.GBL.017;En todo el sistema es necesario;El sistema DEBE cumplir 2: Cumplimiento proporcionar una ayuda al usuario que sea con la funcidn Gestionar la Total configurable, que dependa del contexto y/o ayuda al usuario 0: No con opcidn de biisqueda con el fin de (acorn panamiento a la Cumplimiento facilitar el uso del sistema. Los niveles de navegacidn del menu, ayuda al usuario deberian ser seguimiento de pasos, etc.) configurables en funcidn de los PARA asegurar la integridad requerimientos del usuario, alcance de la de la información y permitir el practica, politica organizacional y/o ley cumplimiento de la jurisdiccional. La ayuda al usuario puede normativa vigente. incluir soporte por chat en linea en vivo;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG01.1;El sistema DEBE capturar el 2: evento de firma del autor de la 1: Cumplimiento parcial entrada de orlgen, y vincular la 0: No cumplimiento f;El sistema DEBE capturar el 2: evento de firma del autor de la 1: Cumplimiento parcial entrada de orlgen, y vincular la 0: No cumplimiento firma con el contenido de la Entrada de Registro. 3 N0INFREGO1.2 El sistema DEBE ofrecer la 2: capacidad de capturar el 1: Cumplimiento parcial contenido estructurado y/o no 0: No cumplimiento estructurado en las Entradas de Registro;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG01.3;El sistema DEBE ofrecer la 2: capacidad de capturar la 1: Cumplimiento parcial fecha/hora en la que se tomb 0: No cumplimiento una Accibn o;El sistema DEBE ofrecer la 2: capacidad de capturar la 1: Cumplimiento parcial fecha/hora en la que se tomb 0: No cumplimiento una Accibn o que se recopilaron datos si varian de la fecha/hora de la Entrada de Registro. 5 N0INFREG02 Mantener actualizada la evidencia de un evento de origen/conservacion de una Entrada de Registro. - La evidencia de un evento de origen/conservacidn de una Entrada de Registro incluye metadatos J-;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG02.1;El sistema DEBE auditar cada 2: ocurrencia cuando se origina y 1: Cumplimiento parcial conserva una Entrada de 0: No cumplimiento Registro;El sistema DEBE auditar cada 2: ocurrencia cuando se origina y 1: Cumplimiento parcial conserva una Entrada de 0: No cumplimiento Registro. >;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG02.2;El sistema DEBE capturar la 2: identidad del paciente que es 1: Cumplimiento parcial sujeto del contenido de la 0: No cumplimiento Entrada d;El sistema DEBE capturar la 2: identidad del paciente que es 1: Cumplimiento parcial sujeto del contenido de la 0: No cumplimiento Entrada de Registro;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG02.3;El sistema DEBE capturar la 2: identidad del usuario que 1: Cumplimiento parcial ingresd/autor del contenido de 0: No cumplimiento la Entrad;El sistema DEBE capturar la 2: identidad del usuario que 1: Cumplimiento parcial ingresd/autor del contenido de 0: No cumplimiento la Entrada de Registro. N°3^3 -MINSA/OGTI-2025 QUE ESTABLECE EL PROCESO DE ACREDITAClON DE LOS SISTEMAS DE;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG02.4;El sistema DEBE capturar la 2: identidad de la aplicacidn/ 1: Cumplimiento parcial mddulo del sistema que origind 0: No cumplimiento el cont;El sistema DEBE capturar la 2: identidad de la aplicacidn/ 1: Cumplimiento parcial mddulo del sistema que origind 0: No cumplimiento el contenido de la Entrada de Registro;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG02.5;El sistema DEBE capturar la 2: fecha y la hora en que se origina 1: Cumplimiento parcial el contenido de la Entrada de 0: No cumplimiento Re;El sistema DEBE capturar la 2: fecha y la hora en que se origina 1: Cumplimiento parcial el contenido de la Entrada de 0: No cumplimiento Registro. 11 N0INFREG03 Enmendar el contenido de una Entrada de Registro. - Ocurre cuando se modifica el contenido de una Entrada de Registro (de su estado original o anteriormente;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG03.1;El sistema DEBE ofrecer la 2: capacidad de actualizar 1: Cumplimiento parcial (enmendar) el contenido de la 0: No cumplimiento Entrada de Re;El sistema DEBE ofrecer la 2: capacidad de actualizar 1: Cumplimiento parcial (enmendar) el contenido de la 0: No cumplimiento Entrada de Registro. 13 .2N0INFREG03 El sistema DEBE capturar el 2: evento de firma del Autor de la 1: Cumplimiento parcial enmienda, y vincular la firma 0: No cumplimiento con el contenido de la Entrada de Registro;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG04.1;El sistema DEBE auditar cada 2: ocurrencia cuando se enmienda 1: Cumplimiento parcial una Entrada de Registro, 0: No cumplimiento capturando;El sistema DEBE auditar cada 2: ocurrencia cuando se enmienda 1: Cumplimiento parcial una Entrada de Registro, 0: No cumplimiento capturando el valor original y el valor enmendado;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG04.2;El sistema DEBE capturar la 2: identidad del paciente que es 1: Cumplimiento parcial sujeto del contenido 0: No cumplimiento enmendado de la;El sistema DEBE capturar la 2: identidad del paciente que es 1: Cumplimiento parcial sujeto del contenido 0: No cumplimiento enmendado de la Entrada de Registro;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG04.3;El sistema DEBE capturar la 2: identidad del usuario que 1: Cumplimiento parcial ingresd/autor del contenido 0: No cumplimiento enmendado de;El sistema DEBE capturar la 2: identidad del usuario que 1: Cumplimiento parcial ingresd/autor del contenido 0: No cumplimiento enmendado de la Entrada de Registro. I 60 DIRECTIVA ADMINISTRATE NO393-MINSA/OGTI-2025 DIRECTIVA ADMINISTRATE QUE ESTABLECE EL PROCESO DE ACREDITACI6N DE LOS SISTEMAS DE;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG04.4;El sistema DEBE capturar la 2: identidad de la aplicacidn/ 1: Cumplimiento parcial mddulo del sistema que 0: No cumplimiento enmendd el cont;El sistema DEBE capturar la 2: identidad de la aplicacidn/ 1: Cumplimiento parcial mddulo del sistema que 0: No cumplimiento enmendd el contenido de la Entrada de Registro. 19 N0INFREGO4.5 El sistema DEBE capturar la 2: fecha y la hora en que se 1: Cumplimiento parcial enmienda el contenido de la 0: No cumplimiento Entrada de Registro;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG05.1;El sistema DEBE ofrecer la 2: capacidad de generar contenido 1: Cumplimiento parcial codificado de la Entrada de 0: No cumplimiento Registro;El sistema DEBE ofrecer la 2: capacidad de generar contenido 1: Cumplimiento parcial codificado de la Entrada de 0: No cumplimiento Registro de un sistema de codificacion/clasificacion a otro;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG05.2;El sistema DEBE ofrecer la 2: capacidad de generar contenido 1: Cumplimiento parcial codificado de la Entrada de 0: No cumplimiento Registro;El sistema DEBE ofrecer la 2: capacidad de generar contenido 1: Cumplimiento parcial codificado de la Entrada de 0: No cumplimiento Registro de un conjunto de valores a otro. 23 N0INFREG06 Mantener actualizada la evidencia de un evento de traduccidn de una Entrada de Registro. - la evidencia de un evento de traduccidn de una Entrada de Registro incluye;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG06.1;El sistema DEBE auditar cada 2: ocurrencia cuando se traduce el 1: Cumplimiento parcial contenido de una Entrada de 0: No cumplimiento Regis;El sistema DEBE auditar cada 2: ocurrencia cuando se traduce el 1: Cumplimiento parcial contenido de una Entrada de 0: No cumplimiento Registro;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG06.2;El sistema DEBE capturar la 2: 1: identidad del paciente que es Cumplimiento parcial 0: sujeto del contenido traducido No cumplimiento de la;El sistema DEBE capturar la 2: 1: identidad del paciente que es Cumplimiento parcial 0: sujeto del contenido traducido No cumplimiento de la Entrada de Registro. N°3B3 -MINSA/OGTI-2025 QUE ESTABLECE EL PROCESO DE ACREDITAClON DE LOS SISTEMAS DE;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG06.3;El sistema DEBE capturar la 2: identidad de la aplicacidn/ 1: Cumplimiento parcial modulo del sistema que tradujo 0: No cumplimiento el cont;El sistema DEBE capturar la 2: identidad de la aplicacidn/ 1: Cumplimiento parcial modulo del sistema que tradujo 0: No cumplimiento el contenido de la Entrada de Registro;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG06.4;El sistema DEBE capturar la 2: fecha y la hora en que se 1: Cumplimiento parcial traduce el contenido de la 0: No cumplimiento Entrada de Re;El sistema DEBE capturar la 2: fecha y la hora en que se 1: Cumplimiento parcial traduce el contenido de la 0: No cumplimiento Entrada de Registro. 28 N0INFREG07 Ver/acceder al contenido de Entradas de Registro. - ocurre cuando se visualiza o se accede al contenido de la Entrada de Registro. - El contenido visualizado de la;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG07.1;El sistema DEBE ofrecer la 2: capacidad de generar el 1: Cumplimiento parcial contenido de la Entrada de 0: No cumplimiento Registro hasta e;El sistema DEBE ofrecer la 2: capacidad de generar el 1: Cumplimiento parcial contenido de la Entrada de 0: No cumplimiento Registro hasta el elemento o item discreto, incluyendo los campos codificados. 30 N0INFREGO8 Mantener actualizada la evidencia de un evento de visualizacibn/acceso a una Entrada de Registro. - La evidencia de un evento de visualizacidn/acceso a una Entrada de Registro incluye;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG08.1;El sistema DEBE auditar cada 2: ' ocurrencia cuando se 1: Cumplimiento parcial visualiza/accede al contenido 0: No cumplimiento de una Entra;El sistema DEBE auditar cada 2: ' ocurrencia cuando se 1: Cumplimiento parcial visualiza/accede al contenido 0: No cumplimiento de una Entrada de Registro;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG08.2;El sistema DEBE capturar la 2: identidad del paciente que es 1: Cumplimiento parcial sujeto del contenido de la 0: No cumplimiento Entrada d;El sistema DEBE capturar la 2: identidad del paciente que es 1: Cumplimiento parcial sujeto del contenido de la 0: No cumplimiento Entrada de Registro que se visualizb/al que se accedid;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG08.3;El sistema DEBE capturar la 2: identidad del usuario que 1: Cumplimiento parcial visualizd/accedib al contenido 0: No cumplimiento de la Ent;El sistema DEBE capturar la 2: identidad del usuario que 1: Cumplimiento parcial visualizd/accedib al contenido 0: No cumplimiento de la Entrada de Registro;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG08.4;El sistema DEBE capturar la 2: identidad de la aplicacidn/ 1: Cumplimiento parcial modulo del sistema donde se 0: No cumplimiento visualizd/;El sistema DEBE capturar la 2: identidad de la aplicacidn/ 1: Cumplimiento parcial modulo del sistema donde se 0: No cumplimiento visualizd/accedid al contenido de la Entrada de Registro;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG08.5;El sistema DEBE capturar la 2: fecha y la hora en que se 1: Cumplimiento parcial visualiza/accede al contenido 0: No cumplimiento de la Entr;El sistema DEBE capturar la 2: fecha y la hora en que se 1: Cumplimiento parcial visualiza/accede al contenido 0: No cumplimiento de la Entrada de Registro. 36 N0INFREG09 Mantener actualizada la evidencia de un evento de visualizacidn/acceso a una Entrada de Registro. - La evidencia de un evento de generar salida/informar;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG09.1;El sistema DEBE auditar cada 2: ocurrencia cuando se genera 1: Cumplimiento partial salida (p. ej. un informe, captura 0: No cumplimiento de;El sistema DEBE auditar cada 2: ocurrencia cuando se genera 1: Cumplimiento partial salida (p. ej. un informe, captura 0: No cumplimiento de pantalla) del contenido de la Entrada de Registro. 38 N0INFREGO9.2 El sistema DEBE capturar la 2: identidad del paciente que es 1: Cumplimiento partial sujeto de la(s) Entrada(s) de 0: No cumplimiento Registro que llena(n) la salida/informes generados;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG09.3;El sistema DEBE capturar la 2: 1: identidad del usuario que Cumplimiento partial 0: generb la salida/informb del No cumplimiento contenido d;El sistema DEBE capturar la 2: 1: identidad del usuario que Cumplimiento partial 0: generb la salida/informb del No cumplimiento contenido de la Entrada de Registro;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG09.4;El sistema DEBE capturar la 2: identidad de la aplicacibn/ 1: Cumplimiento partial mbdulo del sistema desde 0: No cumplimiento donde se gene;El sistema DEBE capturar la 2: identidad de la aplicacibn/ 1: Cumplimiento partial mbdulo del sistema desde 0: No cumplimiento donde se genera salida/informa;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG09.5;El sistema DEBE capturar la 2: fecha y la hora en que se genera 1: Cumplimiento partial la salida/informa. 0: No cumplimiento 42 N0INFREG10;El sistema DEBE capturar la 2: fecha y la hora en que se genera 1: Cumplimiento partial la salida/informa. 0: No cumplimiento 42 N0INFREG10 Extraer el contenido de una Entrada de Registro para producir subconjuntos, derivaciones, resiimenes o agrupaciones (varias instancias). - ocurre cuando se;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
